object,ra,dec,sma1_25p5,pa1_25p5,ellip1_25p5,sma1_26p5,pa1_26p5,ellip1_26p5,sma2_25p5,pa2_25p5,ellip2_25p5,sma2_26p5,pa2_26p5,ellip2_26p5,mag1,emag1,mag2,emag2,sky1,ssky1,esky1,sky2,ssky2,esky2,c31_1,c42_1,c31_2,c42_2,mabs1,mabs2,mstar,dmean,dstd,dmin,dmax,dmed,type,bar,ring,multiple,compactness,t,e_t,lc,e_lc,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,bt,e_bt,it,e_it,ubt,bvt,ube,bve,vmaxg,e_vmaxg,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,lambda,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,mod0,mabs,summary,x,y,z,spt_ind,cntr
NGC4374,186.26566,12.886954,477.3,-53.9,0.319,,,,444.7,-55.6,0.328,0.0,0.0,0.0,8.737,0.001,9.206,0.001,0.048965,0.025352,0.005451,0.043145,0.030094,0.002912,6.94,5.186,7.191,5.293,-22.394,-21.925,11.115,16.838,2.362,10.1,21.0,17.1,E,,,,,-4.3,1.2,,,1.87,0.02,0.061,0.031,132.94,,,10.082,0.195,8.268,0.1,0.7,0.98,0.55,1.0,120.22,9.19,283.24,2.87,0.288,0.002,13.8,0.27,,910.0,7.6,1016.0,3.3,999.4,27.3,0.176,0.0,39.36,0.02,,1.894,9.89,0.663,0.93,23.3,189.58,15.21,13.778,3.888,881.9,945.1,1089.7,1325.2,31.03,31.33,-21.14,"<a href=""/data/SPITZER/S4G/galaxies/NGC4374.html"">Data Access</a>",-0.9689890071127589,-0.1063895828777497,0.2230281613378184,212022221,1139
NGC4376,186.3252,5.74111,57.4,-21.4,0.331,67.9,-17.2,0.337,51.4,-15.6,0.315,62.2,-19.9,0.343,13.534,0.006,13.978,0.002,0.070081,0.01151,0.001538,0.115685,0.020813,0.001289,2.809,2.807,2.773,2.798,-17.595,-17.151,9.176,,,,,,I,,,,,9.9,0.4,5.0,0.9,1.121,0.036,0.225,0.025,150.18,,,13.867,0.101,,,,,-0.22,0.47,64.46,2.79,,,,,15.939,0.19,13.485,1137.4,5.0,1158.8,28.3,1138.1,4.4,0.101,0.418,62.11,0.04,1.493,1.121,13.348,,,22.749,72.93,3.2,15.904,2.555,987.4,1060.8,1194.2,1475.3,31.252,31.532,-17.904,"<a href=""/data/SPITZER/S4G/galaxies/NGC4376.html"">Data Access</a>",-0.9889271811858777,-0.1096188529103076,0.1000336813197554,212033000,1140
NGC4378,186.325498,4.925144,123.2,-12.5,0.158,144.0,-21.4,0.094,105.5,-8.7,0.15,112.6,-21.0,0.097,10.938,0.002,11.518,0.001,0.086289,0.040066,0.006074,0.10413,0.060702,0.010979,6.875,5.266,6.297,5.003,-21.278,-20.698,10.75,27.75,10.394,20.4,35.1,27.75,Sa,,R,,,1.0,0.3,,,1.32,0.05,0.035,0.044,,20.943,0.305,12.604,0.168,10.269,0.109,0.45,0.95,0.545,0.99,151.95,4.06,197.82,9.6,0.306,0.016,15.04,0.228,,2552.9,4.9,2559.0,3.1,2557.3,2.7,0.071,0.034,23.94,0.02,,1.325,12.467,0.432,0.906,22.902,374.45,13.89,15.019,2.552,2402.9,2477.4,2609.5,2895.4,32.907,33.4,-20.44,"<a href=""/data/SPITZER/S4G/galaxies/NGC4378.html"">Data Access</a>",-0.9902422165803207,-0.1097698332449425,0.0858541566347875,212001103,1141
NGC4380,186.342423,10.016819,144.2,-23.8,0.444,166.5,-22.2,0.42,133.8,-22.4,0.467,155.7,-22.2,0.456,11.148,0.001,11.641,0.001,0.057343,0.007981,0.001694,0.107597,0.011979,0.001268,3.01,3.065,2.99,3.046,-20.365,-19.872,10.321,20.071,3.673,14.7,30.5,19.9,Sab,,,,,2.3,0.9,2.0,1.2,1.525,0.026,0.274,0.027,159.69,,,12.631,0.185,11.593,0.423,0.13,0.99,0.24,0.945,128.55,3.3,62.18,18.18,0.146,0.011,16.254,0.185,13.032,966.1,5.6,949.0,2.5,951.8,4.7,0.102,0.353,61.97,0.04,0.413,1.524,12.166,0.049,0.91,23.588,145.63,3.8,16.219,4.053,820.8,888.2,1028.6,1282.7,30.951,31.558,-18.784,"<a href=""/data/SPITZER/S4G/galaxies/NGC4380.html"">Data Access</a>",-0.9787294675165752,-0.1087863037257591,0.1739372574706415,212033201,1142
NGC4383,186.356334,16.470044,85.3,9.6,0.335,105.5,8.7,0.299,74.4,11.3,0.329,95.0,7.6,0.285,11.768,0.001,12.121,0.001,0.03968,0.004565,0.002014,0.051419,0.006513,0.002181,4.663,4.087,4.603,4.07,-19.732,-19.379,9.964,19.95,3.122,16.8,25.8,19.55,Sa,,,,,1.0,0.5,,,1.223,0.068,0.271,0.043,24.0,,,12.672,0.087,11.59,0.1,-0.26,0.55,-0.355,0.455,92.15,2.66,,,,,14.049,0.178,10.894,1710.5,4.5,1582.4,32.9,1708.1,12.6,0.102,0.237,63.38,0.04,,1.221,12.311,-0.31,0.461,22.234,103.08,3.05,14.012,1.701,1608.2,1665.9,1815.2,2026.1,32.115,31.142,-19.804,"<a href=""/data/SPITZER/S4G/galaxies/NGC4383.html"">Data Access</a>",-0.9530729187781227,-0.106168828944149,0.2835140053901709,212022100,1143
NGC4384,186.299872,54.506337,45.1,84.4,0.258,48.7,83.3,0.213,44.1,85.6,0.314,47.9,87.4,0.247,13.001,0.001,13.379,0.001,0.032518,0.01095,0.001388,0.011424,0.010307,0.001337,3.049,3.079,3.002,3.072,-19.816,-19.438,10.016,36.6,,36.6,36.6,36.6,Sa,,,,,1.0,0.4,,,1.105,0.072,0.11,0.043,82.65,,,13.524,0.09,12.95,0.081,-0.26,0.46,,,68.2,3.39,,,,,16.039,0.122,12.26,2529.3,5.1,2494.9,1.3,2496.9,5.8,0.083,0.105,41.81,0.02,,1.108,13.305,-0.284,0.399,22.662,102.29,5.35,16.017,2.713,2591.7,2581.9,2743.5,2665.9,33.005,,-19.7,"<a href=""/data/SPITZER/S4G/galaxies/NGC4384.html"">Data Access</a>",-0.5771067048597153,-0.063711868393375,0.8141797400032665,211102211,1144
NGC4385,186.428378,0.572676,74.9,74.8,0.421,84.9,70.9,0.401,70.8,76.0,0.422,82.9,2.4,0.09,12.266,0.001,12.62,0.005,0.068749,0.020241,0.004246,0.153231,0.069844,0.004482,6.421,4.988,7.879,5.268,-20.359,-20.006,10.216,33.5,,33.5,33.5,33.5,S0-a,B,,,,-0.5,1.9,3.9,0.5,1.332,0.028,0.269,0.021,92.44,21.425,0.307,13.176,0.161,11.935,0.421,0.02,0.66,-0.205,0.6,49.18,1.33,,,,,15.866,0.116,11.602,2137.4,3.7,2142.1,5.0,2139.0,2.7,0.107,0.02,66.52,0.04,0.324,1.331,13.017,-0.02,0.571,23.502,53.62,1.46,15.824,2.807,1965.8,2046.0,2170.0,2481.0,32.507,,-19.489,"<a href=""/data/SPITZER/S4G/galaxies/NGC4385.html"">Data Access</a>",-0.9936629515208985,-0.1119555288602603,0.0099949153271074,212001201,1145
NGC4388,186.444897,12.662089,218.4,-88.4,0.691,274.6,-88.4,0.691,203.8,-89.0,0.69,242.1,-88.4,0.662,10.391,0.001,10.591,0.001,0.059194,0.011204,0.001483,0.051862,0.010971,0.001514,5.149,5.027,10.621,6.065,-21.258,-21.058,10.462,21.369,6.601,13.6,38.7,19.2,Sb,,,,,2.8,0.6,4.0,0.5,1.731,0.019,0.621,0.028,90.93,,,11.898,0.234,10.269,0.465,0.28,0.74,0.12,0.78,171.35,4.47,115.24,17.14,,,15.423,0.129,10.595,2517.7,4.1,2502.4,10.2,2515.5,4.6,0.144,0.796,90.0,0.83,0.593,1.72,10.94,0.149,0.575,23.374,171.35,,14.597,3.657,2397.2,2460.8,2605.0,2841.5,32.907,31.1,-21.967,"<a href=""/data/SPITZER/S4G/galaxies/NGC4388.html"">Data Access</a>",-0.9695137605678913,-0.1095177300699473,0.2192006726035111,212022231,1146
NGC4389,186.395406,45.685032,96.1,-81.1,0.322,107.7,-82.1,0.249,88.9,-80.8,0.334,101.3,-83.8,0.254,11.588,0.001,12.013,0.001,0.043962,0.013142,0.001717,0.115822,0.013691,0.002005,3.101,3.083,3.226,3.144,-19.299,-18.875,9.844,15.05,1.082,14.0,17.0,14.7,SBbc,B,,,,4.1,0.5,7.0,0.5,1.4,0.028,0.177,0.025,96.0,,,12.556,0.112,11.657,0.284,,,,,73.16,1.97,,,,,15.437,0.085,,719.9,3.4,712.9,1.3,713.7,1.8,0.063,0.287,50.02,0.03,1.11,1.399,12.202,,,22.974,95.47,2.65,15.411,3.209,764.0,770.6,935.8,926.6,30.694,30.73,-18.492,"<a href=""/data/SPITZER/S4G/galaxies/NGC4389.html"">Data Access</a>",-0.6942547258413296,-0.0778167792031689,0.7155102546584678,213000332,1147
NGC4390,186.461145,10.459107,63.7,88.3,0.26,79.5,80.1,0.205,61.5,87.9,0.303,67.9,81.3,0.193,12.939,0.003,13.395,0.001,0.068281,0.011471,0.001885,0.122458,0.011415,0.001207,2.612,2.654,2.57,2.611,-19.08,-18.624,9.78,25.34,5.537,17.4,29.5,29.0,SABc,B,,,,5.0,0.8,4.7,1.3,1.182,0.034,0.13,0.025,98.7,,,13.318,0.123,12.7,0.241,,,,,56.25,1.55,,,,,15.328,0.171,13.202,1101.9,4.6,1104.4,17.5,1102.1,3.2,0.134,0.223,43.29,0.02,0.986,1.19,12.954,,,22.72,82.04,2.37,15.306,2.352,973.3,1040.2,1181.2,1432.0,31.181,31.2,-18.227,"<a href=""/data/SPITZER/S4G/galaxies/NGC4390.html"">Data Access</a>",-0.9771386511794735,-0.110659692064356,0.1815337129113515,212033203,1148
NGC4393,186.463736,27.560969,101.2,-0.2,0.291,129.7,2.6,0.312,87.2,4.4,0.191,121.8,4.9,0.307,13.133,0.002,13.523,0.005,0.058547,0.01095,0.001899,0.154041,0.011822,0.001522,3.2,3.151,3.091,3.085,-16.994,-16.604,8.896,10.6,1.273,9.7,11.5,10.6,Scd,B,,,,6.7,0.7,6.0,2.8,1.465,0.044,0.033,0.046,,,,13.868,0.387,13.227,0.122,,,,,51.28,2.08,,,,,13.894,0.166,,747.7,6.6,745.5,9.5,747.0,3.9,0.113,0.06,22.45,0.02,1.275,1.475,13.692,,,24.868,134.27,6.94,13.872,0.181,703.2,742.7,902.9,1033.4,30.694,30.31,-17.002,"<a href=""/data/SPITZER/S4G/galaxies/NGC4393.html"">Data Access</a>",-0.8808836499240235,-0.099799283271611,0.4626922285439893,212213031,1149
NGC4394,186.481842,18.213953,159.9,-57.6,0.136,256.3,16.0,0.236,125.7,-66.8,0.101,153.5,-73.2,0.115,10.601,0.002,11.167,0.001,0.114376,0.010723,0.002208,0.336855,0.018695,0.001334,6.225,4.955,5.844,4.851,-20.526,-19.96,10.44,16.8,,16.8,16.8,16.8,SBb,B,R,M,,3.0,0.4,2.9,0.4,1.542,0.023,0.017,0.03,,,,11.587,0.235,10.06,0.1,0.22,0.85,0.32,0.86,72.67,1.99,137.68,15.62,,,15.21,0.183,12.647,915.4,4.7,974.0,47.0,916.0,5.2,0.129,0.026,16.55,0.02,0.624,1.554,11.425,0.185,0.811,23.01,255.13,10.73,15.188,3.763,824.8,879.9,1031.3,1229.6,30.951,31.96,-19.525,"<a href=""/data/SPITZER/S4G/galaxies/NGC4394.html"">Data Access</a>",-0.9438239244951727,-0.1072321672664121,0.312566251943294,212313202,1150
ESO443-080,197.79023,-28.01012,54.3,-37.4,0.43,61.0,-36.8,0.439,49.1,-34.8,0.384,59.6,-33.7,0.459,14.523,0.007,14.867,0.01,0.063116,0.012018,0.001863,0.156161,0.012447,0.001451,3.51,3.261,3.407,3.192,-18.307,-17.963,9.387,36.814,10.262,25.5,51.8,33.5,SBm,B,,,,8.7,1.3,7.5,0.6,1.115,0.036,0.385,0.034,146.9,22.55,0.305,14.139,0.263,13.319,0.085,,,,0.85,55.0,0.89,,,,,14.525,0.145,,2115.1,3.3,2214.0,25.0,2116.8,9.4,0.313,0.707,90.0,0.83,1.64,1.129,13.117,,,22.671,55.0,,13.699,0.583,1864.3,1975.5,2022.5,2412.2,32.341,33.23,-19.225,"<a href=""/data/SPITZER/S4G/galaxies/ESO443-080.html"">Data Access</a>",-0.8406473989471468,-0.2697442385884954,-0.469627508129272,120113330,158
ESO443-085,198.80851,-32.25393,54.3,56.7,0.47,65.8,68.2,0.439,49.7,56.8,0.476,61.8,62.6,0.484,14.212,0.001,14.614,0.001,0.068082,0.013625,0.002259,0.129217,0.012932,0.001847,2.404,2.463,2.424,2.475,-17.606,-17.204,9.15,23.1,3.698,19.2,28.7,21.7,SBd,B,,,,8.0,0.5,,,1.105,0.035,0.25,0.028,49.03,22.865,0.306,14.606,0.228,13.17,0.087,,,,,63.5,3.59,,,,,16.421,0.163,,2400.0,10.3,2400.5,24.8,2400.1,6.7,0.287,0.458,65.47,0.04,,1.122,13.855,,,23.366,69.8,3.98,16.381,2.525,2139.6,2252.4,2287.2,2683.5,32.623,31.42,-18.768,"<a href=""/data/SPITZER/S4G/galaxies/ESO443-085.html"">Data Access</a>",-0.8005324780005428,-0.2726561725345154,-0.5336725243490983,123221210,159
ESO444-033,201.518758,-32.12903,62.7,84.5,0.733,77.0,84.8,0.74,62.7,86.9,0.757,0.0,0.0,0.0,14.735,0.001,15.076,0.004,0.063182,0.013683,0.003657,0.021516,0.011466,0.002909,3.234,3.17,3.24,3.273,-17.753,-17.412,9.164,31.45,3.895,26.7,39.3,30.2,SBd,B,,,,8.4,1.5,7.0,0.5,1.15,0.031,0.647,0.023,86.18,22.269,0.558,15.051,0.28,13.71,0.031,0.09,,,0.85,70.84,1.18,,,,,15.655,0.105,,2427.4,4.3,2452.2,25.3,2428.1,4.2,0.225,1.178,90.0,0.83,1.586,1.146,13.642,0.079,,23.236,70.84,,14.828,1.187,2172.4,2286.3,2318.7,2704.5,32.661,,-19.019,"<a href=""/data/SPITZER/S4G/galaxies/ESO444-033.html"">Data Access</a>",-0.7878248533622263,-0.310630447274607,-0.5318277217772351,123221221,160
ESO444-037,201.7536,-30.07641,55.0,-60.7,0.508,66.0,-60.5,0.459,46.5,-64.6,0.461,65.4,-64.7,0.556,15.149,0.025,15.559,0.012,0.064151,0.012875,0.00274,0.028453,0.012036,0.003519,2.976,3.008,2.977,2.967,-17.558,-17.148,9.137,34.8,8.917,22.2,45.9,36.45,SBd,B,,,,7.5,0.6,7.5,0.6,1.301,0.05,0.23,0.048,117.87,23.831,0.307,15.012,0.38,,,,,,,62.37,1.91,,,,,14.464,0.125,,1897.4,5.2,1891.9,36.7,1897.3,3.6,0.266,0.419,62.76,0.04,1.506,1.316,14.323,,,24.79,70.15,2.22,14.428,0.104,1646.7,1760.3,1797.7,2177.5,32.115,32.58,-17.792,"<a href=""/data/SPITZER/S4G/galaxies/ESO444-037.html"">Data Access</a>",-0.8037324703749587,-0.3207152809535284,-0.5011544917766034,123223200,161
ESO444-078,204.1284,-29.23536,,,,,,,,,,,,,,,,,0.022008,0.014505,0.002216,0.055041,0.013648,0.002592,,,,,,,,5.275,0.134,5.18,5.37,5.275,I,,,,,9.9,0.5,9.0,0.8,1.143,0.026,0.475,0.032,35.86,24.024,0.444,15.586,0.236,14.285,0.096,,,,,12.24,0.45,,,,,16.158,0.22,,572.5,2.7,573.0,60.0,572.5,1.9,0.229,0.879,90.0,0.83,1.953,1.145,14.478,,,24.065,12.24,,15.332,0.854,328.3,442.5,479.4,847.3,,28.6,-14.122,"<a href=""/data/SPITZER/S4G/galaxies/ESO444-078.html"">Data Access</a>",-0.7963814016161844,-0.3567124539065871,-0.488398288682283,123220130,162
ESO445-089,210.266984,-30.327145,79.0,-72.1,0.146,88.3,-78.1,0.154,73.2,-63.4,0.139,85.4,-64.3,0.171,12.839,0.002,13.242,0.001,0.04116,0.014006,0.002118,0.077582,0.013468,0.001673,2.8,2.9,2.766,2.873,-19.961,-19.557,10.093,36.3,,36.3,36.3,36.3,SBcd,B,,,,6.7,0.9,8.0,0.5,1.367,0.027,0.082,0.024,104.96,22.849,0.314,13.074,0.218,11.445,0.079,,,,,67.51,1.92,,,,,14.295,0.121,13.013,2588.2,5.3,2588.0,7.0,2588.1,3.0,0.244,0.148,34.59,0.02,1.476,1.387,12.673,,,23.486,118.93,3.63,14.273,1.6,2353.6,2469.6,2496.1,2840.5,32.805,,-20.131,"<a href=""/data/SPITZER/S4G/galaxies/ESO445-089.html"">Data Access</a>",-0.7454962357805085,-0.4350567485723483,-0.504936617763803,123300101,163
ESO462-031,307.967585,-30.798509,54.1,16.5,0.536,71.5,15.3,0.576,49.8,9.0,0.595,64.5,10.8,0.582,13.627,0.003,14.048,0.002,0.097311,0.019112,0.001835,0.231347,0.014101,0.002715,5.008,4.276,5.162,4.271,-19.183,-18.762,9.795,,,,,,S0-a,,,,,0.0,1.7,,,1.205,0.033,0.434,0.026,4.41,21.464,0.438,14.625,0.193,,,,,,,73.03,6.31,,,,,15.212,0.245,,2705.0,8.5,2683.2,4.2,2687.4,6.7,0.369,0.151,90.0,0.83,,1.222,14.065,,,24.152,73.03,,14.386,0.321,2697.5,2732.6,2589.9,2475.6,32.874,,-18.809,"<a href=""/data/SPITZER/S4G/galaxies/ESO462-031.html"">Data Access</a>",0.5284536922706462,-0.6771792157985002,-0.5120205121047882,133303032,164
ESO466-014,328.595368,-31.969123,40.8,49.2,0.618,48.6,53.9,0.603,38.2,48.5,0.656,48.6,49.4,0.618,13.914,0.002,14.337,0.001,0.025897,0.011151,0.00136,0.060813,0.010887,0.001441,2.98,2.879,2.937,2.848,-19.481,-19.058,9.916,47.74,15.696,30.2,62.6,55.9,Sbc,,,,,3.5,1.5,,,1.125,0.029,0.682,0.024,50.39,22.181,0.632,15.356,0.185,13.427,0.054,,,,0.88,121.0,1.97,,,,,,,,,,2443.5,27.7,2443.5,27.7,0.114,0.964,90.0,0.83,,1.108,14.262,,,23.618,121.0,,,,2472.2,2480.3,2317.4,2179.0,32.661,,-18.399,"<a href=""/data/SPITZER/S4G/galaxies/ESO466-014.html"">Data Access</a>",0.724060042917256,-0.4420484873032808,-0.5294621696812178,133323102,165
ESO466-036,330.335219,-31.529616,48.8,-63.7,0.391,88.0,-64.2,0.401,39.0,-57.9,0.412,52.5,-51.3,0.401,13.472,0.007,13.916,0.162,0.025943,0.010738,0.00226,0.022343,0.010298,0.001495,5.177,4.426,5.647,4.762,-20.027,-19.583,10.149,50.1,15.556,39.1,61.1,50.1,Sab,,,,,1.5,1.5,,,1.131,0.038,0.299,0.026,121.29,21.269,0.411,14.673,0.747,13.171,0.083,,,,,130.38,4.92,,,,,15.034,0.084,,2379.7,6.4,2390.6,23.3,2380.5,4.8,0.111,0.318,65.31,0.04,,1.13,14.22,,,23.692,143.5,5.46,14.994,0.774,2412.6,2417.9,2254.2,2111.2,32.585,,-18.366,"<a href=""/data/SPITZER/S4G/galaxies/ESO466-036.html"">Data Access</a>",0.7406548715280714,-0.4218589000996623,-0.5229392217920159,133320200,166
ESO467-051,335.82165,-28.98088,71.8,-83.6,0.798,88.5,-80.9,0.818,84.4,-80.1,0.877,86.2,-81.9,0.833,14.899,0.009,15.329,0.008,0.051606,0.01286,0.001982,0.07998,0.012971,0.002071,2.805,2.813,2.442,2.457,-16.568,-16.138,8.755,19.65,1.654,17.7,22.3,19.0,Sc,,,,,6.1,1.1,,,1.435,0.02,0.933,0.027,101.09,22.691,1.174,14.351,0.577,13.539,0.048,,,,0.91,60.12,1.16,,,,,14.24,0.092,,1808.0,5.8,1771.6,19.6,1805.1,8.1,0.081,1.57,90.0,0.83,,1.405,12.692,,,23.508,60.12,,13.414,0.722,1853.5,1848.2,1683.3,1518.4,31.968,,-19.276,"<a href=""/data/SPITZER/S4G/galaxies/ESO467-051.html"">Data Access</a>",0.7980411935777626,-0.358291537693455,-0.4845177265799877,133010230,167
ESO469-008,345.958442,-28.743993,47.7,47.2,0.685,59.5,51.5,0.637,42.9,48.3,0.699,52.9,48.3,0.699,15.686,0.03,16.343,0.021,0.058554,0.011083,0.001527,0.080836,0.010875,0.001686,2.724,2.83,2.42,2.414,-16.117,-15.46,8.743,,,,,,SBm,B,,,,9.0,0.5,9.0,0.5,1.012,0.046,0.367,0.029,45.35,24.465,0.369,16.185,0.469,14.51,0.087,,,,,64.15,2.83,,,,,15.793,0.156,,1763.3,5.0,1699.1,63.6,1762.9,5.0,0.131,0.677,83.54,0.15,1.824,1.009,15.374,,,24.233,64.56,2.87,15.647,0.273,1813.9,1795.9,1628.8,1467.2,31.916,,-16.542,"<a href=""/data/SPITZER/S4G/galaxies/ESO469-008.html"">Data Access</a>",0.8505790759815642,-0.2127285983467794,-0.4808968485525384,132222201,168
ESO469-015,347.231746,-30.858073,49.7,-32.2,0.687,58.0,-31.0,0.685,41.1,-31.3,0.641,55.6,-31.5,0.701,13.552,0.001,13.975,0.002,0.019674,0.014053,0.001714,0.068285,0.0161,0.001779,2.595,2.61,2.547,2.678,-18.641,-18.218,9.579,27.455,5.063,20.6,36.1,26.3,Sb,,,,,3.5,1.0,,,1.267,0.041,0.763,0.039,149.63,20.845,0.84,14.826,0.204,12.977,0.061,,,,0.9,99.3,1.64,,,,,14.964,0.228,,1636.4,5.2,1608.4,40.2,1636.0,4.4,0.117,1.049,90.0,0.83,,1.247,13.647,,,23.698,99.3,,14.138,0.491,1675.5,1659.5,1491.2,1347.7,31.697,,-18.05,"<a href=""/data/SPITZER/S4G/galaxies/ESO469-015.html"">Data Access</a>",0.8372129155457407,-0.1897223484948286,-0.5129132134435682,132231202,169
ESO471-006,355.93785,-31.9593,101.5,50.1,0.7,119.0,49.0,0.662,95.5,49.2,0.729,113.5,48.4,0.739,14.033,0.004,14.455,0.007,0.023297,0.013182,0.002353,0.127929,0.015774,0.001944,2.469,2.458,2.39,2.365,-14.816,-14.394,8.049,5.885,1.752,3.3,9.19,5.61,SBm,B,,,,8.6,1.0,8.5,0.6,1.56,0.021,0.74,0.023,48.85,23.499,0.82,13.595,0.099,13.11,0.077,-0.08,0.45,-0.16,0.63,38.66,1.33,,,,,13.631,0.156,,270.6,6.2,206.0,35.4,268.7,8.9,0.073,1.348,90.0,0.83,1.771,1.537,12.174,-0.201,0.282,23.64,38.66,,12.805,0.631,298.8,275.8,108.1,-13.7,,28.15,-15.976,"<a href=""/data/SPITZER/S4G/galaxies/ESO471-006.html"">Data Access</a>",0.8462928956951914,-0.0601011159001395,-0.5293167204646061,132232323,170
ESO476-010,21.676041,-25.314961,44.2,21.6,0.629,51.1,21.6,0.599,42.9,24.0,0.641,51.5,23.3,0.629,15.466,0.002,15.778,0.004,0.024747,0.012272,0.001497,0.073178,0.011718,0.001488,2.36,2.366,2.381,2.423,-16.23,-15.917,8.533,21.829,1.673,19.0,23.9,21.5,SBm,B,,,,8.8,1.0,6.5,0.6,1.143,0.028,0.476,0.024,18.72,22.984,0.357,15.142,0.245,14.02,0.1,,,,0.86,50.6,0.86,,,,,15.834,0.128,,1604.0,3.8,1605.0,3.3,1604.6,1.8,0.064,0.874,90.0,0.83,1.568,1.13,14.202,,,23.629,50.6,,15.008,0.807,1636.6,1584.3,1439.6,1346.7,31.639,31.64,-17.437,"<a href=""/data/SPITZER/S4G/galaxies/ESO476-010.html"">Data Access</a>",0.8400485262948076,0.3338890708139393,-0.4275939216837936,100110130,171
ESO477-016,29.066558,-22.900982,49.0,-28.9,0.709,57.0,-28.0,0.697,46.6,-23.6,0.721,57.7,-29.9,0.691,13.99,0.001,14.357,0.003,0.045529,0.013602,0.001581,0.048278,0.012698,0.001389,3.072,3.003,3.206,3.132,-18.837,-18.47,9.616,36.763,6.049,24.1,45.4,38.15,Sbc,,,,,4.2,0.7,,,1.371,0.03,0.893,0.048,155.13,21.268,0.895,14.821,0.238,13.245,0.075,,,,0.93,106.22,3.62,,,,,15.106,0.196,,1825.5,6.0,1646.0,43.1,1822.1,17.9,0.065,1.306,90.0,0.83,,1.341,13.438,,,23.93,106.22,,14.28,0.842,1850.7,1791.8,1659.0,1582.5,31.916,,-18.478,"<a href=""/data/SPITZER/S4G/galaxies/ESO477-016.html"">Data Access</a>",0.8051617415734275,0.4475319361816557,-0.3891397384024711,103110030,172
ESO479-004,36.58979,-24.29105,83.6,54.5,0.467,96.0,50.3,0.464,80.6,56.2,0.482,92.7,53.3,0.463,12.726,0.001,13.105,0.001,0.030732,0.014831,0.002354,0.107107,0.012113,0.00186,2.959,2.939,2.98,2.953,-18.713,-18.334,9.575,19.4,1.13,17.8,21.1,19.5,SBd,B,,,,8.5,0.7,5.5,0.6,1.433,0.024,0.317,0.033,57.02,21.958,0.331,12.821,0.194,,,,,,0.86,87.04,0.99,,,,,14.365,0.113,12.609,1510.0,4.4,1511.2,5.8,1510.4,2.5,0.077,0.583,74.62,0.06,1.411,1.428,12.157,,,23.081,90.27,1.06,14.302,2.145,1515.0,1457.6,1334.3,1303.8,31.454,31.35,-19.298,"<a href=""/data/SPITZER/S4G/galaxies/ESO479-004.html"">Data Access</a>",0.7318389030407554,0.5433092205139691,-0.4113719860425684,103111203,173
ESO479-025,40.531085,-24.130707,55.4,54.1,0.673,61.2,57.9,0.594,56.1,52.3,0.72,66.5,53.7,0.676,13.587,0.001,13.967,0.003,0.032723,0.012354,0.001703,0.088411,0.011801,0.002056,2.859,2.839,2.831,2.823,-17.825,-17.444,9.221,,,,,,Sc,,,,,5.5,2.3,,,1.26,0.042,0.598,0.034,52.9,21.685,0.658,14.409,0.31,,,,,,,66.86,3.32,,,,,15.644,0.138,13.307,1541.0,6.6,1438.0,45.3,1538.9,11.3,0.097,1.006,80.31,0.1,,1.245,13.297,,,23.325,67.83,3.38,15.545,2.248,1534.4,1476.8,1360.1,1349.0,31.517,,-18.22,"<a href=""/data/SPITZER/S4G/galaxies/ESO479-025.html"">Data Access</a>",0.6936363862332264,0.5930725742616452,-0.408819624470225,103111313,174
UGC04426,127.118337,41.856409,50.4,7.1,0.445,66.0,7.1,0.369,39.7,4.5,0.57,54.7,1.4,0.294,15.487,0.011,16.042,0.009,0.061046,0.008088,0.001896,0.184945,0.012378,0.001922,2.838,2.867,3.145,3.076,-14.069,-13.513,7.848,8.15,2.557,5.6,10.4,8.3,I,,,,,9.8,0.5,9.0,0.4,1.273,0.071,0.289,0.047,0.0,24.824,0.388,15.159,0.132,,,0.33,0.43,0.36,0.39,34.39,1.11,,,,,15.125,0.109,,395.0,3.2,397.0,4.0,395.8,1.9,0.156,0.536,70.67,0.05,1.903,1.276,14.467,0.253,0.324,24.668,36.45,1.2,15.075,0.608,442.3,395.3,542.8,568.6,29.67,30.06,-15.203,"<a href=""/data/SPITZER/S4G/galaxies/UGC04426.html"">Data Access</a>",-0.4494711241178889,0.5939121821635163,0.6672660852028759,223311030,1927
UGC04483,129.261627,69.775918,33.6,-16.5,0.414,58.6,-9.3,0.59,28.3,-11.9,0.437,32.0,-17.5,0.362,15.637,0.044,16.769,0.006,0.002351,0.010371,0.003575,-0.026815,0.013824,0.005018,2.814,2.915,2.191,2.129,-12.045,-10.914,7.466,3.44,0.192,3.2,3.73,3.385,I,,,M,,9.8,0.5,9.0,0.7,1.054,0.073,0.264,0.052,169.34,,,15.079,0.237,,,-0.51,0.319,-0.678,0.153,15.45,0.61,,,,,14.925,0.111,,156.5,2.8,156.0,60.0,156.5,2.0,0.147,0.49,67.36,0.04,1.895,1.058,14.442,-0.58,0.222,23.548,16.74,0.67,14.882,0.439,328.7,264.3,403.5,216.6,,27.632,-13.19,"<a href=""/data/SPITZER/S4G/galaxies/UGC04483.html"">Data Access</a>",-0.2187758870133529,0.2676574366498692,0.9383478075146453,221330133,1928
